event_time,event_count,sum_bytes,num_match_event
1998-06-10 11:51:00,27371,122784006,0
1998-06-10 11:52:00,27005,134538904,0
1998-06-10 11:53:00,28200,133706985,0
1998-06-10 11:54:00,28822,125112662,0
1998-06-10 11:55:00,28464,123175494,0
1998-06-10 11:56:00,27835,112957994,0
1998-06-10 11:57:00,28502,126801628,0
1998-06-10 11:58:00,28462,114667126,0
1998-06-10 11:59:00,28050,117882739,0
1998-06-10 12:00:00,28978,120240419,0
1998-06-10 12:01:00,28351,144428662,0
1998-06-10 12:02:00,27839,121139932,0
1998-06-10 12:03:00,28352,124043873,0
1998-06-10 12:04:00,29519,145140936,0
1998-06-10 12:05:00,29936,143356595,0
1998-06-10 12:06:00,28424,142093695,0
1998-06-10 12:07:00,29771,144765157,0
1998-06-10 12:08:00,28576,143006276,0
1998-06-10 12:09:00,29323,121842392,0
1998-06-10 12:10:00,28144,127316468,0
1998-06-10 12:11:00,28322,116151590,0
1998-06-10 12:12:00,30154,120640001,0
1998-06-10 12:13:00,29900,131182590,0
1998-06-10 12:14:00,30431,124715218,0
1998-06-10 12:15:00,29437,124522975,0
1998-06-10 12:16:00,29523,133055615,0
1998-06-10 12:17:00,28352,124559312,0
1998-06-10 12:18:00,29629,119738987,0
1998-06-10 12:19:00,30642,129349251,0
1998-06-10 12:20:00,31417,142312437,0
1998-06-10 12:21:00,31165,122128772,0
1998-06-10 12:22:00,31167,145156030,0
1998-06-10 12:23:00,31605,138008734,0
1998-06-10 12:24:00,32711,141279518,0
1998-06-10 12:25:00,33673,130712899,0
1998-06-10 12:26:00,33502,140300462,0
1998-06-10 12:27:00,33122,147124625,0
1998-06-10 12:28:00,32980,139865214,0
1998-06-10 12:29:00,32681,123148154,0
1998-06-10 12:30:00,31583,136346151,0
1998-06-10 12:31:00,29782,125734525,0
1998-06-10 12:32:00,31848,143590448,0
1998-06-10 12:33:00,30747,136877693,0
1998-06-10 12:34:00,31693,143168888,0
1998-06-10 12:35:00,30314,137253846,0
1998-06-10 12:36:00,32610,148778875,0
1998-06-10 12:37:00,32687,133689599,0
1998-06-10 12:38:00,32292,138473671,0
1998-06-10 12:39:00,30862,143459308,0
1998-06-10 12:40:00,32335,144296094,0
1998-06-10 12:41:00,31973,160366655,0
1998-06-10 12:42:00,32514,155283932,0
1998-06-10 12:43:00,32150,163788435,0
1998-06-10 12:44:00,33251,135037308,0
1998-06-10 12:45:00,32999,144792898,0
1998-06-10 12:46:00,33232,140645503,0
1998-06-10 12:47:00,32949,146497345,0
1998-06-10 12:48:00,34461,157919918,0
1998-06-10 12:49:00,33195,158493886,0
1998-06-10 12:50:00,33235,152682325,0
1998-06-10 12:51:00,34030,163610412,0
1998-06-10 12:52:00,33485,135055916,0
1998-06-10 12:53:00,33916,161546071,0
1998-06-10 12:54:00,33499,152593033,0
1998-06-10 12:55:00,32953,167377759,0
1998-06-10 12:56:00,35709,164304454,0
1998-06-10 12:57:00,33840,144856850,0
1998-06-10 12:58:00,33697,155898926,0
1998-06-10 12:59:00,34764,159782617,0
1998-06-10 13:00:00,33276,148204026,0
1998-06-10 13:01:00,35206,141578040,0
1998-06-10 13:02:00,34414,146417604,0
1998-06-10 13:03:00,33225,144851686,0
1998-06-10 13:04:00,34682,127838529,0
1998-06-10 13:05:00,34495,143826052,0
1998-06-10 13:06:00,33244,158324038,0
1998-06-10 13:07:00,35224,161218772,0
1998-06-10 13:08:00,35149,173786649,0
1998-06-10 13:09:00,34980,144726854,0
1998-06-10 13:10:00,34918,167459251,0
1998-06-10 13:11:00,35681,139594472,0
1998-06-10 13:12:00,35970,152573138,0
1998-06-10 13:13:00,35547,152970542,0
1998-06-10 13:14:00,35169,146817010,0
1998-06-10 13:15:00,36931,160364291,0
1998-06-10 13:16:00,36620,153341457,0
1998-06-10 13:17:00,37718,154730250,0
1998-06-10 13:18:00,38289,158526892,0
1998-06-10 13:19:00,37536,148432944,0
1998-06-10 13:20:00,36088,156633287,0
1998-06-10 13:21:00,37017,163766141,0
1998-06-10 13:22:00,38588,151728240,0
1998-06-10 13:23:00,37744,161761329,0
1998-06-10 13:24:00,37529,162817040,0
1998-06-10 13:25:00,38211,170884945,0
1998-06-10 13:26:00,37871,158773024,0
1998-06-10 13:27:00,38061,168550124,0
1998-06-10 13:28:00,37519,173492045,0
1998-06-10 13:29:00,37805,147314918,0
1998-06-10 13:30:00,36803,159745770,0
1998-06-10 13:31:00,36908,161331727,0
1998-06-10 13:32:00,35697,145351396,0
1998-06-10 13:33:00,35869,159564410,0
1998-06-10 13:34:00,37352,161737677,0
1998-06-10 13:35:00,39640,184941884,0
1998-06-10 13:36:00,39789,151582368,0
1998-06-10 13:37:00,38083,158381797,0
1998-06-10 13:38:00,38034,171894923,0
1998-06-10 13:39:00,35985,157015332,0
1998-06-10 13:40:00,38096,177082056,0
1998-06-10 13:41:00,39433,174339989,0
1998-06-10 13:42:00,38340,171901307,0
1998-06-10 13:43:00,38130,172292317,0
1998-06-10 13:44:00,37721,154306801,0
1998-06-10 13:45:00,40565,169688400,0
1998-06-10 13:46:00,41795,180714447,0
1998-06-10 13:47:00,42560,192619478,0
1998-06-10 13:48:00,39534,162783192,0
1998-06-10 13:49:00,40227,173018339,0
1998-06-10 13:50:00,40181,171887742,0
1998-06-10 13:51:00,41219,158169240,0
1998-06-10 13:52:00,40201,171103063,0
1998-06-10 13:53:00,41684,189203515,0
1998-06-10 13:54:00,40682,175368924,0
1998-06-10 13:55:00,40970,156940386,0
1998-06-10 13:56:00,39738,168893072,0
1998-06-10 13:57:00,38269,165676912,0
1998-06-10 13:58:00,39074,171090523,0
1998-06-10 13:59:00,39784,169732154,0
1998-06-10 14:00:00,41361,169473958,0
1998-06-10 14:01:00,39840,174064995,0
1998-06-10 14:02:00,40755,178964382,0
1998-06-10 14:03:00,41726,191094530,0
1998-06-10 14:04:00,42171,172110804,0
1998-06-10 14:05:00,41167,176796322,0
1998-06-10 14:06:00,40663,178758575,0
1998-06-10 14:07:00,41063,170577378,0
1998-06-10 14:08:00,39681,182623810,0
1998-06-10 14:09:00,39044,154751597,0
1998-06-10 14:10:00,42746,176176053,0
1998-06-10 14:11:00,43621,189468931,0
1998-06-10 14:12:00,43082,169953203,0
1998-06-10 14:13:00,43366,174443626,0
1998-06-10 14:14:00,41733,185807243,0
1998-06-10 14:15:00,42204,173944447,0
1998-06-10 14:16:00,43449,183034880,0
1998-06-10 14:17:00,44149,193746430,0
1998-06-10 14:18:00,44069,186154150,0
1998-06-10 14:19:00,44063,192035344,0
1998-06-10 14:20:00,44217,172795408,0
1998-06-10 14:21:00,45795,215521473,0
1998-06-10 14:22:00,45625,180135401,0
1998-06-10 14:23:00,45901,195330859,0
1998-06-10 14:24:00,45057,176091711,0
1998-06-10 14:25:00,45977,196549861,0
1998-06-10 14:26:00,46034,198111192,0
1998-06-10 14:27:00,45964,195997199,0
1998-06-10 14:28:00,44465,191113453,0
1998-06-10 14:29:00,46223,199581543,0
1998-06-10 14:30:00,45507,168782506,0
1998-06-10 14:31:00,47852,195453153,0
1998-06-10 14:32:00,46553,195606302,0
1998-06-10 14:33:00,47075,190070487,0
1998-06-10 14:34:00,44605,211921182,0
1998-06-10 14:35:00,45988,204995212,0
1998-06-10 14:36:00,46172,192032733,0
1998-06-10 14:37:00,45472,190770108,0
1998-06-10 14:38:00,46607,213495563,0
1998-06-10 14:39:00,48086,211319095,0
1998-06-10 14:40:00,47241,194354251,0
1998-06-10 14:41:00,47556,182562497,0
1998-06-10 14:42:00,46321,188801347,0
1998-06-10 14:43:00,46993,187608790,0
