event_time,event_count,sum_bytes,num_match_event
1998-07-15 22:00:00,3762,26200875,0
1998-07-15 22:01:00,3948,16770379,0
1998-07-15 22:02:00,3412,15339640,0
1998-07-15 22:03:00,3076,14063428,0
1998-07-15 22:04:00,3495,14259089,0
1998-07-15 22:05:00,3270,15072899,0
1998-07-15 22:06:00,3422,14947360,0
1998-07-15 22:07:00,3524,16926814,0
1998-07-15 22:08:00,3294,18064646,0
1998-07-15 22:09:00,3368,14129864,0
1998-07-15 22:10:00,3431,16067085,0
1998-07-15 22:11:00,3829,13015098,0
1998-07-15 22:12:00,3781,22949723,0
1998-07-15 22:13:00,3706,14910944,0
1998-07-15 22:14:00,3531,19309890,0
1998-07-15 22:15:00,3240,16302719,0
1998-07-15 22:16:00,3753,20868032,0
1998-07-15 22:17:00,3166,19946490,0
1998-07-15 22:18:00,3042,14568446,0
1998-07-15 22:19:00,3585,17480945,0
1998-07-15 22:20:00,3628,16227364,0
1998-07-15 22:21:00,3725,17859964,0
1998-07-15 22:22:00,3756,20287540,0
1998-07-15 22:23:00,3553,14339730,0
1998-07-15 22:24:00,3622,31467689,0
1998-07-15 22:25:00,3543,15200442,0
1998-07-15 22:26:00,3730,19044815,0
1998-07-15 22:27:00,3160,17659569,0
1998-07-15 22:28:00,3418,16530954,0
1998-07-15 22:29:00,3202,17026646,0
1998-07-15 22:30:00,3207,23917191,0
1998-07-15 22:31:00,3204,24633173,0
1998-07-15 22:32:00,2684,14151553,0
1998-07-15 22:33:00,2800,12371396,0
1998-07-15 22:34:00,3070,14223598,0
1998-07-15 22:35:00,3297,13618469,0
1998-07-15 22:36:00,3633,14768346,0
1998-07-15 22:37:00,3740,18547434,0
1998-07-15 22:38:00,4012,21878501,0
1998-07-15 22:39:00,3714,15960711,0
1998-07-15 22:40:00,3942,18809772,0
1998-07-15 22:41:00,3639,19857621,0
1998-07-15 22:42:00,3869,25895547,0
1998-07-15 22:43:00,3566,16148741,0
1998-07-15 22:44:00,3195,14157206,0
1998-07-15 22:45:00,3009,18591262,0
1998-07-15 22:46:00,2976,15339614,0
1998-07-15 22:47:00,2964,14750463,0
1998-07-15 22:48:00,2931,11679093,0
1998-07-15 22:49:00,3231,13298056,0
1998-07-15 22:50:00,3153,14838382,0
1998-07-15 22:51:00,2808,16166582,0
1998-07-15 22:52:00,3373,25317237,0
1998-07-15 22:53:00,2857,28102597,0
1998-07-15 22:54:00,3112,18746846,0
1998-07-15 22:55:00,3160,21899006,0
1998-07-15 22:56:00,3133,20242393,0
1998-07-15 22:57:00,3095,17332208,0
1998-07-15 22:58:00,3215,14747000,0
1998-07-15 22:59:00,3069,21401620,0
1998-07-15 23:00:00,3068,14608184,0
1998-07-15 23:01:00,3069,14232086,0
1998-07-15 23:02:00,3144,16942024,0
1998-07-15 23:03:00,3138,12877017,0
1998-07-15 23:04:00,3084,15366704,0
1998-07-15 23:05:00,3062,16296584,0
1998-07-15 23:06:00,3273,14831651,0
1998-07-15 23:07:00,3310,16585610,0
1998-07-15 23:08:00,3654,16772260,0
1998-07-15 23:09:00,3557,16197810,0
1998-07-15 23:10:00,3236,16296506,0
1998-07-15 23:11:00,3297,20180971,0
1998-07-15 23:12:00,3356,20812876,0
1998-07-15 23:13:00,3086,20778877,0
1998-07-15 23:14:00,3362,15693701,0
1998-07-15 23:15:00,3601,19953013,0
1998-07-15 23:16:00,3183,17291709,0
1998-07-15 23:17:00,3323,15786951,0
1998-07-15 23:18:00,2749,12058912,0
1998-07-15 23:19:00,3231,12367677,0
1998-07-15 23:20:00,2763,15465997,0
1998-07-15 23:21:00,2572,10872624,0
1998-07-15 23:22:00,2435,13951014,0
1998-07-15 23:23:00,2685,12913115,0
1998-07-15 23:24:00,2836,13782691,0
1998-07-15 23:25:00,2831,15069203,0
1998-07-15 23:26:00,2891,16487362,0
1998-07-15 23:27:00,2959,29656687,0
1998-07-15 23:28:00,3325,16398695,0
1998-07-15 23:29:00,3345,13875117,0
1998-07-15 23:30:00,3345,13938878,0
1998-07-15 23:31:00,3158,15482397,0
1998-07-15 23:32:00,3098,16025387,0
1998-07-15 23:33:00,2979,13809491,0
1998-07-15 23:34:00,2882,12260587,0
1998-07-15 23:35:00,3139,16867867,0
1998-07-15 23:36:00,2644,11627823,0
1998-07-15 23:37:00,2527,14257713,0
1998-07-15 23:38:00,2913,11068405,0
1998-07-15 23:39:00,3165,14572578,0
1998-07-15 23:40:00,3448,14435510,0
1998-07-15 23:41:00,2768,13346604,0
1998-07-15 23:42:00,2732,16481797,0
1998-07-15 23:43:00,2934,14537332,0
1998-07-15 23:44:00,2929,17500321,0
1998-07-15 23:45:00,3034,16113011,0
1998-07-15 23:46:00,3008,13043064,0
1998-07-15 23:47:00,2884,17354210,0
1998-07-15 23:48:00,2649,11779986,0
1998-07-15 23:49:00,2651,13304289,0
1998-07-15 23:50:00,3183,13310393,0
1998-07-15 23:51:00,3052,13538476,0
1998-07-15 23:52:00,2890,11483172,0
1998-07-15 23:53:00,2883,12146147,0
1998-07-15 23:54:00,2785,15380020,0
1998-07-15 23:55:00,2590,14029777,0
1998-07-15 23:56:00,2665,13624633,0
1998-07-15 23:57:00,2441,15234877,0
1998-07-15 23:58:00,2407,12151608,0
1998-07-15 23:59:00,2869,12630971,0
1998-07-16 00:00:00,2620,13310130,0
1998-07-16 00:01:00,3002,13534802,0
1998-07-16 00:02:00,2921,14212305,0
1998-07-16 00:03:00,3141,15017562,0
1998-07-16 00:04:00,2993,14075248,0
1998-07-16 00:05:00,3239,14091685,0
1998-07-16 00:06:00,2695,16156110,0
1998-07-16 00:07:00,2596,14812486,0
1998-07-16 00:08:00,3019,14025664,0
1998-07-16 00:09:00,2992,13490335,0
1998-07-16 00:10:00,3154,15951376,0
1998-07-16 00:11:00,3083,16798091,0
1998-07-16 00:12:00,2957,13335643,0
1998-07-16 00:13:00,2760,14682023,0
1998-07-16 00:14:00,2921,14122395,0
1998-07-16 00:15:00,3098,14865154,0
1998-07-16 00:16:00,2768,11491772,0
1998-07-16 00:17:00,3061,13989840,0
1998-07-16 00:18:00,2634,12470514,0
1998-07-16 00:19:00,2629,13847185,0
1998-07-16 00:20:00,2786,11286880,0
1998-07-16 00:21:00,3145,15222493,0
1998-07-16 00:22:00,2932,15936596,0
1998-07-16 00:23:00,2758,12090877,0
1998-07-16 00:24:00,2697,10610196,0
1998-07-16 00:25:00,3140,16161873,0
1998-07-16 00:26:00,3072,16264137,0
1998-07-16 00:27:00,3251,16804705,0
1998-07-16 00:28:00,3277,23124613,0
1998-07-16 00:29:00,3019,17120464,0
1998-07-16 00:30:00,2887,13086321,0
1998-07-16 00:31:00,2577,14175811,0
1998-07-16 00:32:00,2799,11790353,0
1998-07-16 00:33:00,3080,19775726,0
1998-07-16 00:34:00,3282,20925143,0
1998-07-16 00:35:00,3323,16601366,0
1998-07-16 00:36:00,3017,12749380,0
1998-07-16 00:37:00,3063,14391428,0
1998-07-16 00:38:00,2838,10921531,0
1998-07-16 00:39:00,2956,13757416,0
1998-07-16 00:40:00,3215,19323646,0
1998-07-16 00:41:00,2774,14541541,0
1998-07-16 00:42:00,3392,14520296,0
1998-07-16 00:43:00,2914,13424094,0
1998-07-16 00:44:00,3059,14827619,0
1998-07-16 00:45:00,3122,10836090,0
1998-07-16 00:46:00,3260,15047914,0
1998-07-16 00:47:00,2730,10535442,0
1998-07-16 00:48:00,2892,12576308,0
1998-07-16 00:49:00,2482,12465361,0
1998-07-16 00:50:00,2701,11772318,0
1998-07-16 00:51:00,2587,14047314,0
1998-07-16 00:52:00,2873,24077635,0
1998-07-16 00:53:00,2770,16678786,0
1998-07-16 00:54:00,2708,15730328,0
1998-07-16 00:55:00,2578,14121464,0
1998-07-16 00:56:00,2501,12183608,0
1998-07-16 00:57:00,2968,14342948,0
1998-07-16 00:58:00,3167,13163537,0
1998-07-16 00:59:00,3020,18877510,0
1998-07-16 01:00:00,2937,14400973,0
1998-07-16 01:01:00,2689,17334246,0
1998-07-16 01:02:00,2813,14142647,0
1998-07-16 01:03:00,2963,13350963,0
1998-07-16 01:04:00,3259,17113456,0
1998-07-16 01:05:00,2813,12050296,0
1998-07-16 01:06:00,3016,13487894,0
1998-07-16 01:07:00,2796,11701203,0
1998-07-16 01:08:00,3032,12838859,0
1998-07-16 01:09:00,3168,17260816,0
1998-07-16 01:10:00,2820,15459911,0
1998-07-16 01:11:00,3042,18294372,0
1998-07-16 01:12:00,2530,13832914,0
1998-07-16 01:13:00,2290,11165975,0
1998-07-16 01:14:00,2116,11454532,0
1998-07-16 01:15:00,2692,19965884,0
1998-07-16 01:16:00,2857,15220017,0
1998-07-16 01:17:00,3041,13104980,0
1998-07-16 01:18:00,2638,12022427,0
1998-07-16 01:19:00,3174,19931013,0
1998-07-16 01:20:00,2998,13968463,0
1998-07-16 01:21:00,3120,19960541,0
1998-07-16 01:22:00,2930,15196859,0
1998-07-16 01:23:00,2865,13576837,0
1998-07-16 01:24:00,2938,12275525,0
1998-07-16 01:25:00,2656,15039512,0
1998-07-16 01:26:00,3008,19561252,0
1998-07-16 01:27:00,2375,15834712,0
1998-07-16 01:28:00,2427,14204501,0
1998-07-16 01:29:00,2764,12188160,0
1998-07-16 01:30:00,3187,15037258,0
1998-07-16 01:31:00,3679,18593094,0
1998-07-16 01:32:00,2912,14356469,0
1998-07-16 01:33:00,2999,16673010,0
1998-07-16 01:34:00,2810,15742898,0
1998-07-16 01:35:00,2965,16009289,0
1998-07-16 01:36:00,2855,11660730,0
1998-07-16 01:37:00,2920,13722953,0
1998-07-16 01:38:00,3234,11641669,0
1998-07-16 01:39:00,2884,13288377,0
1998-07-16 01:40:00,2898,16319588,0
1998-07-16 01:41:00,2540,11280383,0
1998-07-16 01:42:00,2830,11772837,0
1998-07-16 01:43:00,2848,13139365,0
1998-07-16 01:44:00,2713,11263505,0
1998-07-16 01:45:00,2657,10979812,0
1998-07-16 01:46:00,2676,10964885,0
1998-07-16 01:47:00,2533,11416774,0
1998-07-16 01:48:00,2427,13384829,0
1998-07-16 01:49:00,2625,12599439,0
1998-07-16 01:50:00,2840,10632885,0
1998-07-16 01:51:00,2811,12740603,0
1998-07-16 01:52:00,2693,15684978,0
1998-07-16 01:53:00,2813,19445308,0
1998-07-16 01:54:00,2736,16652951,0
1998-07-16 01:55:00,2608,13710466,0
1998-07-16 01:56:00,2754,13896300,0
1998-07-16 01:57:00,2505,11150353,0
1998-07-16 01:58:00,2974,19020563,0
1998-07-16 01:59:00,2804,14174072,0
1998-07-16 02:00:00,2470,11116767,0
1998-07-16 02:01:00,2340,11252382,0
1998-07-16 02:02:00,2722,13132187,0
1998-07-16 02:03:00,2538,12033096,0
1998-07-16 02:04:00,3167,16012239,0
1998-07-16 02:05:00,2711,11942118,0
1998-07-16 02:06:00,2388,11227420,0
1998-07-16 02:07:00,2474,13319548,0
1998-07-16 02:08:00,2733,19753440,0
1998-07-16 02:09:00,2478,15928563,0
1998-07-16 02:10:00,2773,17070586,0
1998-07-16 02:11:00,2914,15974140,0
1998-07-16 02:12:00,2914,15699212,0
1998-07-16 02:13:00,2786,15875438,0
1998-07-16 02:14:00,2561,14694506,0
1998-07-16 02:15:00,2549,13174496,0
1998-07-16 02:16:00,2710,11205355,0
1998-07-16 02:17:00,2553,13568920,0
1998-07-16 02:18:00,2580,11426605,0
1998-07-16 02:19:00,2612,16600944,0
1998-07-16 02:20:00,2514,14363332,0
1998-07-16 02:21:00,2525,14877551,0
1998-07-16 02:22:00,2372,20566686,0
1998-07-16 02:23:00,2543,18032983,0
1998-07-16 02:24:00,2603,13540259,0
1998-07-16 02:25:00,2942,14361330,0
1998-07-16 02:26:00,2735,15106943,0
1998-07-16 02:27:00,2457,13461458,0
1998-07-16 02:28:00,2495,12009069,0
1998-07-16 02:29:00,2843,14066479,0
1998-07-16 02:30:00,2580,11680479,0
1998-07-16 02:31:00,2669,11146061,0
1998-07-16 02:32:00,2775,9996120,0
1998-07-16 02:33:00,2823,11263719,0
1998-07-16 02:34:00,2957,11499986,0
1998-07-16 02:35:00,2805,12826437,0
1998-07-16 02:36:00,3304,18152101,0
1998-07-16 02:37:00,2831,12367014,0
1998-07-16 02:38:00,2837,11635437,0
1998-07-16 02:39:00,3141,13798583,0
1998-07-16 02:40:00,2895,14309343,0
1998-07-16 02:41:00,2738,13099614,0
1998-07-16 02:42:00,2703,12135610,0
1998-07-16 02:43:00,2415,11335464,0
1998-07-16 02:44:00,2859,17808751,0
1998-07-16 02:45:00,2687,14643068,0
1998-07-16 02:46:00,2826,15720299,0
1998-07-16 02:47:00,2936,18706629,0
1998-07-16 02:48:00,2708,15970117,0
1998-07-16 02:49:00,2632,11401749,0
1998-07-16 02:50:00,2164,13947975,0
1998-07-16 02:51:00,2452,10308449,0
1998-07-16 02:52:00,2475,13750299,0
1998-07-16 02:53:00,3200,13010566,0
1998-07-16 02:54:00,2952,15221103,0
1998-07-16 02:55:00,2943,15233207,0
1998-07-16 02:56:00,2807,12757624,0
1998-07-16 02:57:00,2593,26750921,0
1998-07-16 02:58:00,2277,12091424,0
1998-07-16 02:59:00,2230,12469841,0
1998-07-16 03:00:00,2281,9391555,0
1998-07-16 03:01:00,2693,10981650,0
1998-07-16 03:02:00,2793,14049364,0
1998-07-16 03:03:00,2420,12646692,0
1998-07-16 03:04:00,2820,15398830,0
1998-07-16 03:05:00,2672,15239433,0
1998-07-16 03:06:00,2830,10572431,0
1998-07-16 03:07:00,2626,11643122,0
1998-07-16 03:08:00,3034,13593117,0
1998-07-16 03:09:00,3046,15968470,0
1998-07-16 03:10:00,2904,15655371,0
1998-07-16 03:11:00,2641,16818434,0
1998-07-16 03:12:00,2928,16093706,0
1998-07-16 03:13:00,2353,15898872,0
1998-07-16 03:14:00,2832,13985419,0
1998-07-16 03:15:00,3096,15321140,0
1998-07-16 03:16:00,2827,12564955,0
1998-07-16 03:17:00,2611,13423364,0
1998-07-16 03:18:00,2503,13167839,0
1998-07-16 03:19:00,2447,14910780,0
1998-07-16 03:20:00,2510,13328920,0
1998-07-16 03:21:00,2468,17918583,0
1998-07-16 03:22:00,2572,14121612,0
1998-07-16 03:23:00,2385,9533873,0
1998-07-16 03:24:00,2682,12676231,0
1998-07-16 03:25:00,2875,17465252,0
1998-07-16 03:26:00,2570,17957971,0
1998-07-16 03:27:00,2296,13437209,0
1998-07-16 03:28:00,2296,9989070,0
1998-07-16 03:29:00,2823,15458480,0
1998-07-16 03:30:00,2854,17672216,0
1998-07-16 03:31:00,3012,16274651,0
1998-07-16 03:32:00,2803,13240259,0
1998-07-16 03:33:00,2798,11887457,0
1998-07-16 03:34:00,2686,20263095,0
1998-07-16 03:35:00,3123,28171239,0
1998-07-16 03:36:00,3110,12693407,0
1998-07-16 03:37:00,3277,15105985,0
1998-07-16 03:38:00,3078,19693993,0
1998-07-16 03:39:00,2833,15883742,0
1998-07-16 03:40:00,2561,19863635,0
1998-07-16 03:41:00,2376,12832396,0
1998-07-16 03:42:00,2456,16374145,0
1998-07-16 03:43:00,2788,14479752,0
1998-07-16 03:44:00,2774,21750019,0
1998-07-16 03:45:00,2949,14691363,0
1998-07-16 03:46:00,2969,16322356,0
1998-07-16 03:47:00,2808,13691387,0
1998-07-16 03:48:00,2691,13482593,0
1998-07-16 03:49:00,2386,14548229,0
1998-07-16 03:50:00,2256,12267067,0
1998-07-16 03:51:00,2363,10950083,0
1998-07-16 03:52:00,2623,13086486,0
1998-07-16 03:53:00,2701,12626967,0
1998-07-16 03:54:00,2773,14810764,0
1998-07-16 03:55:00,2676,14828843,0
1998-07-16 03:56:00,2502,14644345,0
1998-07-16 03:57:00,2484,14146996,0
1998-07-16 03:58:00,2376,16197048,0
1998-07-16 03:59:00,2732,16486374,0
1998-07-16 04:00:00,2490,15583966,0
1998-07-16 04:01:00,2454,14905824,0
1998-07-16 04:02:00,2249,15778960,0
1998-07-16 04:03:00,2166,19698677,0
1998-07-16 04:04:00,2259,13686397,0
1998-07-16 04:05:00,2232,8545739,0
1998-07-16 04:06:00,2153,12398444,0
