event_time,event_count,sum_bytes,num_match_event
1998-07-14 22:00:00,4787,36154691,0
1998-07-14 22:01:00,4958,22310928,0
1998-07-14 22:02:00,4698,21537581,0
1998-07-14 22:03:00,4754,20715653,0
1998-07-14 22:04:00,4948,22195941,0
1998-07-14 22:05:00,5230,25410232,0
1998-07-14 22:06:00,5096,25513481,0
1998-07-14 22:07:00,5132,26117511,0
1998-07-14 22:08:00,5269,24027469,0
1998-07-14 22:09:00,4753,21536913,0
1998-07-14 22:10:00,5234,27632045,0
1998-07-14 22:11:00,4793,26338865,0
1998-07-14 22:12:00,4694,22819288,0
1998-07-14 22:13:00,4805,29562685,0
1998-07-14 22:14:00,4528,24084169,0
1998-07-14 22:15:00,4484,33375222,0
1998-07-14 22:16:00,4385,24816425,0
1998-07-14 22:17:00,4587,26244582,0
1998-07-14 22:18:00,4878,29967178,0
1998-07-14 22:19:00,4887,39711737,0
1998-07-14 22:20:00,5206,34912805,0
1998-07-14 22:21:00,4848,27768791,0
1998-07-14 22:22:00,4630,27963774,0
1998-07-14 22:23:00,4207,26405716,0
1998-07-14 22:24:00,4373,24148196,0
1998-07-14 22:25:00,4737,27996333,0
1998-07-14 22:26:00,4697,20470548,0
1998-07-14 22:27:00,4723,25142352,0
1998-07-14 22:28:00,4788,26618797,0
1998-07-14 22:29:00,5154,21017174,0
1998-07-14 22:30:00,4643,20411960,0
1998-07-14 22:31:00,4693,24951280,0
1998-07-14 22:32:00,4908,20329521,0
1998-07-14 22:33:00,4345,20128938,0
1998-07-14 22:34:00,4815,22131749,0
1998-07-14 22:35:00,4984,24529234,0
1998-07-14 22:36:00,4440,23883619,0
1998-07-14 22:37:00,4551,21125634,0
1998-07-14 22:38:00,4406,19664384,0
1998-07-14 22:39:00,4347,18103413,0
1998-07-14 22:40:00,4095,18822599,0
1998-07-14 22:41:00,3775,20155985,0
1998-07-14 22:42:00,3964,19742488,0
1998-07-14 22:43:00,4046,20460341,0
1998-07-14 22:44:00,4393,19910223,0
1998-07-14 22:45:00,4515,22902368,0
1998-07-14 22:46:00,4592,22051327,0
1998-07-14 22:47:00,4621,20630585,0
1998-07-14 22:48:00,4634,27413658,0
1998-07-14 22:49:00,4173,21498131,0
1998-07-14 22:50:00,4415,20927680,0
1998-07-14 22:51:00,4306,18265904,0
1998-07-14 22:52:00,4060,20283218,0
1998-07-14 22:53:00,4196,20038464,0
1998-07-14 22:54:00,4236,20701145,0
1998-07-14 22:55:00,4600,20417733,0
1998-07-14 22:56:00,3985,18663274,0
1998-07-14 22:57:00,4083,21323880,0
1998-07-14 22:58:00,4332,24745626,0
1998-07-14 22:59:00,4090,23747862,0
1998-07-14 23:00:00,4440,20320954,0
1998-07-14 23:01:00,4422,22002617,0
1998-07-14 23:02:00,4390,20691914,0
1998-07-14 23:03:00,4728,21628533,0
1998-07-14 23:04:00,4845,24290755,0
1998-07-14 23:05:00,4559,19922151,0
1998-07-14 23:06:00,4203,28767766,0
1998-07-14 23:07:00,4225,23312934,0
1998-07-14 23:08:00,4385,21809134,0
1998-07-14 23:09:00,4717,25885505,0
1998-07-14 23:10:00,4380,26611764,0
1998-07-14 23:11:00,4410,26141285,0
1998-07-14 23:12:00,4290,25895243,0
1998-07-14 23:13:00,4393,26624658,0
1998-07-14 23:14:00,4730,24980707,0
1998-07-14 23:15:00,4857,26736308,0
1998-07-14 23:16:00,4085,19611020,0
1998-07-14 23:17:00,3944,21359696,0
1998-07-14 23:18:00,3645,21146479,0
1998-07-14 23:19:00,4011,19343433,0
1998-07-14 23:20:00,4031,26326103,0
1998-07-14 23:21:00,4004,21289773,0
1998-07-14 23:22:00,4135,19486066,0
1998-07-14 23:23:00,4338,26125826,0
1998-07-14 23:24:00,4183,19931252,0
1998-07-14 23:25:00,4266,19527491,0
1998-07-14 23:26:00,3639,21415890,0
1998-07-14 23:27:00,4196,24252965,0
1998-07-14 23:28:00,3701,20383960,0
1998-07-14 23:29:00,4132,37075648,0
1998-07-14 23:30:00,4126,20142434,0
1998-07-14 23:31:00,4131,20881488,0
1998-07-14 23:32:00,4000,19953659,0
1998-07-14 23:33:00,4176,16568360,0
1998-07-14 23:34:00,4396,22664945,0
1998-07-14 23:35:00,4215,18158284,0
1998-07-14 23:36:00,3937,24587217,0
1998-07-14 23:37:00,3826,28245855,0
1998-07-14 23:38:00,3629,19674807,0
1998-07-14 23:39:00,3695,21589987,0
1998-07-14 23:40:00,4266,28240295,0
1998-07-14 23:41:00,4188,25908638,0
1998-07-14 23:42:00,4006,19410340,0
1998-07-14 23:43:00,3911,18734965,0
1998-07-14 23:44:00,3610,18502234,0
1998-07-14 23:45:00,3648,18758376,0
