event_time,event_count,sum_bytes,num_match_event
1998-07-16 22:00:00,2484,10473452,0
1998-07-16 22:01:00,2812,19215771,0
1998-07-16 22:02:00,3075,13687566,0
1998-07-16 22:03:00,3011,16576844,0
1998-07-16 22:04:00,3107,16204866,0
1998-07-16 22:05:00,2675,18352969,0
1998-07-16 22:06:00,2467,13777413,0
1998-07-16 22:07:00,2934,16993668,0
1998-07-16 22:08:00,2689,14814981,0
1998-07-16 22:09:00,3064,18443112,0
1998-07-16 22:10:00,2977,16634533,0
1998-07-16 22:11:00,2567,12583975,0
1998-07-16 22:12:00,2881,14939071,0
1998-07-16 22:13:00,2741,13678985,0
1998-07-16 22:14:00,2598,15459120,0
1998-07-16 22:15:00,2964,15578208,0
1998-07-16 22:16:00,3126,14306333,0
1998-07-16 22:17:00,2766,17525889,0
1998-07-16 22:18:00,2542,19685695,0
1998-07-16 22:19:00,2671,12020109,0
1998-07-16 22:20:00,2579,12048903,0
1998-07-16 22:21:00,2351,11117669,0
1998-07-16 22:22:00,2140,12387496,0
1998-07-16 22:23:00,2520,15190754,0
1998-07-16 22:24:00,2325,11675477,0
1998-07-16 22:25:00,2905,16823113,0
1998-07-16 22:26:00,3028,10536062,0
1998-07-16 22:27:00,3030,14470554,0
1998-07-16 22:28:00,3222,12589693,0
1998-07-16 22:29:00,2895,12046395,0
1998-07-16 22:30:00,2465,15395476,0
1998-07-16 22:31:00,2435,10845630,0
1998-07-16 22:32:00,2775,10074819,0
1998-07-16 22:33:00,2421,14045908,0
1998-07-16 22:34:00,2744,13917798,0
1998-07-16 22:35:00,2848,14349356,0
1998-07-16 22:36:00,2318,18652544,0
1998-07-16 22:37:00,2460,11727895,0
1998-07-16 22:38:00,2854,15952036,0
1998-07-16 22:39:00,2692,18122448,0
1998-07-16 22:40:00,2650,20947421,0
1998-07-16 22:41:00,2470,15777067,0
1998-07-16 22:42:00,2625,18408540,0
1998-07-16 22:43:00,2856,15796430,0
1998-07-16 22:44:00,2884,13771050,0
1998-07-16 22:45:00,2781,15162291,0
1998-07-16 22:46:00,3167,12389969,0
1998-07-16 22:47:00,2825,12944595,0
1998-07-16 22:48:00,2730,12865363,0
