event_time,event_count,sum_bytes,num_match_event
1998-06-04 22:00:00,4880,16483557,0
1998-06-04 22:01:00,6069,34384808,0
1998-06-04 22:02:00,5154,24713199,0
1998-06-04 22:03:00,5198,26909264,0
1998-06-04 22:04:00,4956,22153310,0
1998-06-04 22:05:00,5611,38531467,0
1998-06-04 22:06:00,5072,28136139,0
1998-06-04 22:07:00,4954,18992190,0
1998-06-04 22:08:00,4959,23120349,0
1998-06-04 22:09:00,4963,36681695,0
1998-06-04 22:10:00,4866,25353576,0
1998-06-04 22:11:00,5095,30887682,0
1998-06-04 22:12:00,5529,26007479,0
1998-06-04 22:13:00,4784,26696070,0
1998-06-04 22:14:00,5379,36902357,0
1998-06-04 22:15:00,5638,33391347,0
1998-06-04 22:16:00,5033,30875809,0
1998-06-04 22:17:00,4802,17127064,0
1998-06-04 22:18:00,5057,25112894,0
1998-06-04 22:19:00,5318,23827797,0
1998-06-04 22:20:00,4935,29963879,0
1998-06-04 22:21:00,5385,19667833,0
1998-06-04 22:22:00,4855,25716890,0
1998-06-04 22:23:00,4904,24513790,0
1998-06-04 22:24:00,4966,35800498,0
1998-06-04 22:25:00,4484,21341212,0
1998-06-04 22:26:00,4819,34927224,0
1998-06-04 22:27:00,4894,31424652,0
1998-06-04 22:28:00,4709,21510755,0
1998-06-04 22:29:00,4765,22279755,0
1998-06-04 22:30:00,4685,30777601,0
1998-06-04 22:31:00,4704,23936408,0
1998-06-04 22:32:00,4536,20173823,0
1998-06-04 22:33:00,3874,28020673,0
1998-06-04 22:34:00,4700,32654023,0
1998-06-04 22:35:00,4663,33242453,0
1998-06-04 22:36:00,4482,26623218,0
1998-06-04 22:37:00,4292,24686856,0
1998-06-04 22:38:00,4529,23885217,0
1998-06-04 22:39:00,4794,27720622,0
1998-06-04 22:40:00,4843,23524389,0
1998-06-04 22:41:00,4757,25040665,0
1998-06-04 22:42:00,4426,18813309,0
1998-06-04 22:43:00,4662,17873200,0
1998-06-04 22:44:00,4785,26218040,0
1998-06-04 22:45:00,4703,27925974,0
1998-06-04 22:46:00,4588,32395982,0
1998-06-04 22:47:00,4671,20229677,0
1998-06-04 22:48:00,4413,24084507,0
1998-06-04 22:49:00,4061,22349652,0
1998-06-04 22:50:00,4213,24632763,0
1998-06-04 22:51:00,4436,21880109,0
1998-06-04 22:52:00,4938,29275954,0
1998-06-04 22:53:00,5060,29089545,0
1998-06-04 22:54:00,4862,25505399,0
1998-06-04 22:55:00,4683,21039740,0
1998-06-04 22:56:00,4714,26670381,0
1998-06-04 22:57:00,4521,24462965,0
1998-06-04 22:58:00,4519,25840445,0
1998-06-04 22:59:00,4532,22404572,0
1998-06-04 23:00:00,4585,16023250,0
1998-06-04 23:01:00,3927,15862219,0
1998-06-04 23:02:00,3943,24937413,0
1998-06-04 23:03:00,4494,19551685,0
1998-06-04 23:04:00,4251,24294319,0
1998-06-04 23:05:00,4075,24734484,0
1998-06-04 23:06:00,4553,24836602,0
1998-06-04 23:07:00,4424,25408398,0
1998-06-04 23:08:00,4686,25046879,0
1998-06-04 23:09:00,4663,18457770,0
1998-06-04 23:10:00,4168,20808556,0
1998-06-04 23:11:00,4172,25245524,0
1998-06-04 23:12:00,4489,17376032,0
1998-06-04 23:13:00,4827,19669723,0
1998-06-04 23:14:00,4216,16411620,0
1998-06-04 23:15:00,4188,27962447,0
1998-06-04 23:16:00,4383,19636295,0
1998-06-04 23:17:00,4622,28589428,0
1998-06-04 23:18:00,4626,24788926,0
1998-06-04 23:19:00,4683,37633513,0
1998-06-04 23:20:00,4383,28274845,0
1998-06-04 23:21:00,4566,23158459,0
1998-06-04 23:22:00,4338,27130984,0
1998-06-04 23:23:00,4441,20981576,0
1998-06-04 23:24:00,4138,23887233,0
1998-06-04 23:25:00,3920,19723069,0
1998-06-04 23:26:00,3915,18118677,0
