event_time,event_count,sum_bytes,num_match_event
1998-06-28 22:00:00,18051,60243015,0
1998-06-28 22:01:00,19871,72887780,0
1998-06-28 22:02:00,20341,66627089,0
1998-06-28 22:03:00,19975,58953090,0
1998-06-28 22:04:00,18619,59712280,0
1998-06-28 22:05:00,18307,55045161,0
1998-06-28 22:06:00,18581,63660362,0
1998-06-28 22:07:00,19020,72369153,0
1998-06-28 22:08:00,19949,66218394,0
1998-06-28 22:09:00,19125,68042225,0
1998-06-28 22:10:00,19637,63330837,0
1998-06-28 22:11:00,20175,65959612,0
1998-06-28 22:12:00,19376,64462957,0
1998-06-28 22:13:00,18666,60532315,0
1998-06-28 22:14:00,18722,60907573,0
1998-06-28 22:15:00,18433,60821250,0
1998-06-28 22:16:00,18415,64706538,0
1998-06-28 22:17:00,18383,59538053,0
1998-06-28 22:18:00,18400,64722633,0
1998-06-28 22:19:00,18735,60846403,0
1998-06-28 22:20:00,18691,63275465,0
1998-06-28 22:21:00,18098,65928356,0
1998-06-28 22:22:00,17992,55578208,0
1998-06-28 22:23:00,17184,60686641,0
1998-06-28 22:24:00,18836,55431452,0
1998-06-28 22:25:00,17727,63817052,0
1998-06-28 22:26:00,17887,66383450,0
1998-06-28 22:27:00,16948,59163746,0
1998-06-28 22:28:00,16932,58750162,0
1998-06-28 22:29:00,18628,60306430,0
1998-06-28 22:30:00,18572,58368970,0
1998-06-28 22:31:00,18423,63897426,0
1998-06-28 22:32:00,18167,58023464,0
1998-06-28 22:33:00,19428,64250542,0
1998-06-28 22:34:00,19136,61389736,0
1998-06-28 22:35:00,19132,59821179,0
1998-06-28 22:36:00,17841,59533306,0
1998-06-28 22:37:00,17975,66895909,0
1998-06-28 22:38:00,17620,66805318,0
1998-06-28 22:39:00,18387,60090208,0
1998-06-28 22:40:00,17793,59551598,0
1998-06-28 22:41:00,19214,64241948,0
1998-06-28 22:42:00,18378,57345526,0
1998-06-28 22:43:00,18184,57467905,0
1998-06-28 22:44:00,18542,57945070,0
1998-06-28 22:45:00,18060,58228997,0
1998-06-28 22:46:00,18456,57276263,0
1998-06-28 22:47:00,17141,53834657,0
1998-06-28 22:48:00,17252,56225051,0
1998-06-28 22:49:00,17134,57022328,0
1998-06-28 22:50:00,17291,53910571,0
1998-06-28 22:51:00,17153,53235580,0
1998-06-28 22:52:00,17430,57242234,0
1998-06-28 22:53:00,17738,61389636,0
1998-06-28 22:54:00,17111,55831553,0
1998-06-28 22:55:00,16426,57320393,0
1998-06-28 22:56:00,18225,57624549,0
1998-06-28 22:57:00,18183,54069005,0
1998-06-28 22:58:00,17311,62110616,0
1998-06-28 22:59:00,17499,53449309,0
1998-06-28 23:00:00,17561,54705198,0
1998-06-28 23:01:00,18650,57570981,0
1998-06-28 23:02:00,18499,57179613,0
1998-06-28 23:03:00,17927,56659470,0
1998-06-28 23:04:00,17909,55676733,0
1998-06-28 23:05:00,17131,52942136,0
1998-06-28 23:06:00,17313,53451555,0
1998-06-28 23:07:00,16412,62688490,0
1998-06-28 23:08:00,16932,57087066,0
1998-06-28 23:09:00,17356,52269550,0
1998-06-28 23:10:00,16681,54097835,0
1998-06-28 23:11:00,18491,55408572,0
1998-06-28 23:12:00,18631,56834919,0
1998-06-28 23:13:00,18145,55393227,0
1998-06-28 23:14:00,17670,58989024,0
1998-06-28 23:15:00,17067,51610165,0
1998-06-28 23:16:00,17474,61530666,0
1998-06-28 23:17:00,18503,53157996,0
1998-06-28 23:18:00,17955,60597223,0
1998-06-28 23:19:00,18163,59434625,0
1998-06-28 23:20:00,18807,70099741,0
1998-06-28 23:21:00,18166,56139406,0
1998-06-28 23:22:00,17935,55763949,0
1998-06-28 23:23:00,18614,53772788,0
1998-06-28 23:24:00,18693,57884351,0
1998-06-28 23:25:00,18971,56648097,0
1998-06-28 23:26:00,17986,52026399,0
1998-06-28 23:27:00,17663,57667965,0
1998-06-28 23:28:00,17631,55925171,0
1998-06-28 23:29:00,17484,56487967,0
1998-06-28 23:30:00,17930,56851371,0
1998-06-28 23:31:00,19133,66017012,0
1998-06-28 23:32:00,18934,58437716,0
1998-06-28 23:33:00,18399,52554033,0
1998-06-28 23:34:00,18170,55571892,0
1998-06-28 23:35:00,18556,57876653,0
1998-06-28 23:36:00,19063,60926032,0
